,Fecha,Operador,Ruta Detallada,Tipo aeronave_accidente,Pasajeros,Tripulacion,Pasajeros_Fallecidos,Tripulantes_Fallecidos,Muertos_en_tierra,resumen
4603,2006-09-01,Iran Air Tours,Bandar Abbas - Mashad,Tupolev Tu-154M,137,11,29,0,0,The plane crashed while attempting to land. The plane's left wing may have come into contact with the ground causing the plane to skid off the runway and catch fire.
4604,2006-09-02,Military - Royal Air Force,Sin dato,British Aerospace Nimrod MR-2,12,2,12,2,0,The NATO supporting aircraft crashed 12 miles west of Kandahar after the crew reported technical problems. The accident was most likely caused by an ignited fuel leak.
4605,2006-09-11,Military - Russian Army,Gizel - Khankala,Mi-8 helicopter,12,3,12,0,0,"Eleven high ranking officers were killed when the helicopter crashed to the ground, split in two and caught fire. A North Ossetian militant group called Kataib al-Khoul claimed responsibility for shooting down the helicopter."
4606,2006-09-17,Military - Nigerian Air Force,Abuja - Obudu,Dornier 228,15,3,11,2,0,"The military plane crashed en route less than 20 minutes from the end of a one-hour flight, 18 nm from its destination. Ten top ranking military officials were killed in the crash. The weather was poor at the time of the accident."
4607,2006-09-29,Gol Airlines / Private,Manaus - Brasilia,Boeing B-737-8EH /EMB-135JB,153,8,148,6,0,"The flight disappeared from radar at 16:50 after leaving Manaus at 15:35, scheduled to arrive at Brasilia at 18:12. While en route the jetliner collided with an Embraer EMB-135BJ Legaacy 600 business jet. The Embraer was able to land safely at Serra de Cachimbo with a damaged wing and tail. Five passengers and two crew members on the Embraer were not injured. All 154 on board the 737 were killed. The flight recorder transcript from the executive jet showed that the pilots were told by Brazilian air traffic control to fly at the same altitude as the Boeing 737 before the planes collided. A Brazilian Air Force investigation concluded that a switched-off transponder on the EMB-135 contributed the plane crash. The report also said flight controllers failed to alert the pilots they were on a collision course and failed to notice the transponder was turned off."
4608,2006-10-10,Atlantic Airways,Stavanger - Stord,BAe 146-200,12,4,3,1,0,"While attempting to land, the charter plane skidded off the end of the runway, slid down an embankment and caught fire. One survivor was seriously hurt, eleven others were not seriously injured. Burning fuel in the cabin was the main reason three passengers and one crew member died and six others were badly injured. All six spoilers failed while landing. Even with the failed spoilers, a damp runway and a slight tailwind, there should have been sufficient room to stop. However, when the pilots realized the spoilers had failed, one of them selected emergency braking not realizing that this deactivated the antilock braking system."
4609,2006-10-19,Military - Russian Air Force/Uzbekistan Airways,Training/Aranchi,Antonov An-2,13,2,13,2,0,"The plane belonging to Uzbekistan Airways and carrying Uzbek servicemen, crashed after losing control while attempting to land in poor weather conditions. On it's final approach, fog reduced visibility and the aircraft descended below the MDA. It crashed a few miles from the airport."
4610,2006-10-29,ADC Airlines,Lagos - Abuja - Sokoto,Boeing 737-2B7,100,5,92,4,0,The jetliner crashed into a corn field about a mile from the end of the runway while attempting to take off from Abuja. The pilot did not heed air traffic controllers' advice to not depart in stormy weather. The pilots’ incorrect actions stalled the plane.
4611,2006-11-17,Trigana Air Service,Mulia - Ilaga,de Havilland Canada DHC-6 Twin Otter 300,9,3,9,3,0,The aircraft struck a mountain seven minutes before it was scheduled to land in the remote Indonesian province of Papua.
4612,2006-11-18,Aerosucre Colombia,Bogota - Leticia,Boeing 727-23F,2,3,2,3,0,The cargo plane was on final approach when it hit a antenna tower and crashed. Fog and poor visibility prevailed at the time of the accident.
4613,2006-11-27,Military - Iranian Revolutionary Guard Corps Air Force,Tehran - Shiraz,Antonov 74T-200,32,6,32,6,0,"The aircraft crashed after losing the right engine during a critical point in the takeoff. The plane stalled, veered to the right and crashed in flames. Three survivors later died in the hospital."
4614,2006-12-10,Air ambulance - Mercy Air Services,Loma Linda - Victorville,Bell 412,0,3,0,3,0,"The air ambulance crashed on a repositioning flight from Loma Linda Medical Center to its home base in Victorville. The pilot and two crew members were killed. No patients were aboard. The pilot's inadvertent encounter with instrument meteorological conditions and subsequent failure to maintain terrain clearance. Contributing to the accident were the dark night conditions, fog, and mountainous terrain."
4615,2007-01-01,Adam Air,"Surabaya, East Java - Manado, Indonesia",Boeing B-737-4Q8,96,6,96,6,0,"While flying at FL350 the airliner went missing between Surabaya and Manado in poor weather conditions after the pilot reported strong winds. Wreckage was found 5 miles south of Parepare. The accident was caused by the autopilot being accidentally disconnected. The two pilots had been trying to fix a problem with the plane's navigation instruments when they disconnected the autopilot and lost control of the plane. Without the autopilot, the plane went out of control, listing to the right and pitching down. The IRS navigation system was repeatedly reported malfunctioning but was never repaired. This is what initially distracted the crew."
4616,2007-01-09,Moldovan Aeriantur-M Air Cargo,"Adana, Turkey - Balad Air Base, Iraq",Antonov 26B-100,30,5,29,5,0,"The cargo plane crashed in fog while attempting to land for a second time at Balad Air Base. After the first attempt to land was aborted, the plane crashed 2.5km short of the runway.The plane was carrying Turkish construction workers."
4617,2007-01-20,Military - US Army,Sin dato,Sikorsky UH-60L Black Hawk,10,4,10,4,0,The helicopter crashed northeast of Baghdad. Shot down by a combination of several heavy machine guns and a shoulder-fired missile
4618,2007-01-25,Regional Compagnie Aerienne Europeenne,Pau - Paris,Fokker 100,50,4,0,0,1,"The crew abandoned their takeoff after the loss of an engine due to bird ingestion. The jet overshot the runway and collided with a truck, killing the driver. The landing gear sheared off and the plane came to rest in a field."
4619,2007-03-07,Garuda Indonesia Airlines,Jakarta - Yogyakarta,Boeing B-737-497,133,7,21,1,0,"While attempting to land, the plane overshot the runway, crashed through the airport barrier fence and burst into flames. The cockpit voice recorder revealed that the pilot and co-pilot were arguing over their speed and wing flap angles moments before the crash. An investigator stated the passenger jet was flying at up to 265 mph, almost double the normal landing speed, while attempting to land. The captain ignored the plane’s automated warning system as it sounded alarms fifteen times. He also ignored calls from the co-pilot to go around and make another approach."
4620,2007-03-08,Heli-USA Airways,Sightseeing,Aerospatiale AS350BA Rotocraft,6,1,3,1,0,"The helicopter crashed on Kauai shortly after the pilot radioed that he was having problems with the hydraulics. The helicopter hit the ground about 200 yards from it's normal landing pad. The failure of maintenance personnel to properly tighten (torque) the flight control servo lower attachment clevis, and reinstall a functioning lock washer, which resulted in a flight control disconnect and a complete loss of helicopter control. Contributing to the accident was the operator's failure to ensure its maintenance program was being executed in accordance with Federal regulations."
4621,2007-03-11,Inter-Island,Sin dato,Mc Donnell Douglas 369FF Rotocraft,4,1,1,0,0,"The helicopter was flying low near the coast when there was a loud bang and parts, including the tail rotor, fell into the ocean. The helicopter then hit trees and a fence as it spiraled down into an open field. The fatigue failure of the tail rotor blade root fitting due to a manufacturing defect which resulted in the separation of the tail rotor system and loss of tail rotor control. A contributing factor to the accident were the trees that the helicopter struck during the autorotation."
4622,2007-03-14,"Bahia Taxi Aéreo	Bahia Taxi Aéreo	Bahia Taxi Aéreo",Petrolina - Salvador,Rockwell 500S Shrike Commander,2,2,2,2,0,"Fifteen minutes before arriving at its destination  the crew informed ATC about a technical problem and that they were losing altitude. Few minutes  later, the twin engine plane crashed into an open field."
4623,2007-03-17,UTAir Airlines,Surgut - Samara,Tuolev 134AK,50,7,6,0,0,"While attempting to land in heavy fog, the airplane contacted the ground 400 m short of the runway. The left wing hit the ground and separated from the fuselage. The plane then rolled over inverted and the fuselage broke apart. The accident can be blamed on both the controller, who did not inform the pilot about the reduced visibility in time due to organizational problems, and on the pilot, who did not give the dispatcher the correct information about his landing trajectory and, consequently, did not decide to stop the landing procedure and try to take another approach at the time he should have done so."
4624,2007-03-23,Transaviaexport Airlines,Mogadishu - Djibouti,Ilushin Il-76TD,5,6,5,6,0,"The cargo plane, carrying African peacekeepers, was struck by an anti-aircraft missile shortly after taking off from Mogadishu Airport. The aircraft lost a wing into the Indian Ocean and shortly thereafter crashed in the eastern outskirts of Mogadishu."
4625,2007-04-25,Air Services,Kato - Kopinang,Pilatus Britten Norman BN-2A-27 Islander,4,1,2,1,0,The plane landed at Kato and could not take off because of bad weather. Twenty minutes after eventually taking off the plane crashed into mountains while en route. A mother and her five-year-old son walked for about 16 hours through Guyana's jungle to safety after surviving the crash.
4626,2007-04-27,Military - Russian,Sin dato,Mi 8,15,3,15,3,0,The helicopter was carrying out a missiion with two other aircraft when a rotor blade struck an object while attempting to land. Conflicting reports say the helicopter may have been shot down by Chechnyan rebels.
4627,2007-05-05,Kenya Airways,"Abidjan, Ivory Coast - Douala, Cameroon - Nairobi, Kenya",Boeing B-737-8AL,105,9,105,9,0,"The plane crashed in a dense, swampy forested area, 5 km from Douala Airport, moments after taking off in stormy weather. The plane was just six months old.  After take off, the plane was banking right and the pilot did not notice the inclination, but when he did, he banked the craft further right. The pilot released the flight controls for nearly one minute without engaging the auto pilot, which could have corrected the banking angle, then at 34 degrees. However, his intervention worsened the tilt. The captain grabed the controls, appeared confused about the attitude of the airplane and made corrections in an erratic manner increasing the banking angle to 50 degrees. When the bank angle increased to 70 degrees, the captain stated ""we are crashing."" The first officer told him to level the aircraft, but quickly corrected himself and said ""left, left, left captain. The aircraft  then plunged nose down into a mangrove swamp."
4628,2007-05-06,Military - French Air Force,El-Gora - Santa Katarina,de Havilland Canada DHC-6 Twin Otter,5,4,5,4,0,"Collided with a truck while attempting to make an emergency landing on a road. French soldiers aboard were with  the Sinai's peacekeeping force, the Multinational Force & Observers."
4629,2007-05-17,Safe Air Complany,Walikale - Goma,Let 410UVP,1,2,1,2,0,An engine on the cargo plane caught fire shortly after taking off. An emergency return attempt to the airstrip was unsuccessful and the plane crashed into a nearby forest.
4630,2007-05-24,Military - Peruvian Air Force,Iquitos - Pucallpa,de Havilland Canada DHC-6 Twin Otter 300,17,3,10,3,0,Crashed into dense jungle shortly after taking off from Pampa Hermosa. The plane hit a hill and split in two.
4631,2007-06-03,Paramount Airlilnes,Shuttle,Mi-8,20,2,20,1,0,The helicopter crashed and burned on the airport runway while attempting to land. It was shuttling passengers between Sierra Leone's coastal capital of Freetown and Lungi Airport.
4632,2007-06-04,University of Michigan Health System,"Milwaukee, WI - Detroit, MI",Cessna 550 Citation II,4,2,4,2,0,"The pilot issued a distress signal within five minutes of taking off from General Mitchell International Airport in Milwaukee, requesting an emergency return to the airport. The plane then crashed into Lake Michigan two miles off shore. The plane was carrying an organ transplant team. The pilot reported to ATC he had runaway trim prior to the accident. The pilot's mismanagement of an abnormal flight control situation through improper actions including lack of crew coordination and failing to control airspeed and to prioritize control of the airplane. The event was controllable if the captain had not allowed the airspeed and resulting control forces to increase while he tried to troubleshoot the problem. By allowing their airplane's speed to increase while engaging in poorly coordinated troubleshooting efforts, the pilots allowed and abnormal situation to escalate to an emergency."
4633,2007-06-13,Mongolian Defense Ministry,Sin dato,Mi-8,19,3,12,3,0,"While en route to a forest fire, the helicopter crashed into dense forest on a mountain at an altitude of 6,100 feet."
4634,2007-06-21,Karibu Airways,Kamina - Lubumbashi,Let 410UVP,22,3,1,0,0,The plane crashed shortly after taking off into a swamp coming to rest upside down. A parliment member of the Democratic Republic of Congo was killed.
4635,2007-06-25,PMT Air,Siem Reap - Sihanoukville,Antonov AN-24V,16,6,16,6,0,"The aircraft crashed into Phnom Damrey Mountain at an elevation of 1,640 feet, about 5 minutes from its destination of Sihanoukville."
4636,2007-06-28,TAAG Angola Airlines,Luanda - M'Banza,Boeing 737-2M2,69,9,4,1,0,"The crew undershot the runway and blew two tires on landing, causing the landing gear to collapse and one wing to dip and touch the runway. The plane then veered out of control, overran the runway and crashed into cars and a building."
4637,2007-07-05,Jett Paqueteria SA,Sin dato,North American CT-39A Sabreline,0,3,0,3,6,"The small cargo jet blew a tire and failed to take off, barreling onto the Culiacán-Navolato highway and crashing into cars, coming to a stop after hitting a building."
4638,2007-07-08,Liard Air,Muncho Lake - Vancouver,de Havilland DHC-6 Twim Otter 100,3,2,1,0,0,The twin engine plane crashed shortly after taking off from a gravel airstrip at Muncho Lake. One passenger was killed.
4639,2007-07-17,TAM (Brazil),Porto Alegre - Sao Paulo,Airbus A-320-233,181,6,181,6,12,"The jet airliner crashed while attempting to land in heavy rain at Congonhas airport. The plane skidded off the end of the runway across a major roadway and struck a gas station and building, bursting into flames.  The right engine had a malfunctioning reverser. In this situation, the correct procedure was for the pilot to retard both throttles to idle and then advance both throttles to reverse, as if he had no problem with the reversers. The former procedure, which was changed by Airbus, was to take both throttles to idle, and then advance just the throttle corresponding to the engine with the operating reverser. It was changed by Airbus because there had been several incidents where the pilot forgot to bring both throttles back to idle, leaving one engine reversed and the other thrusting forward. The downside to this change was it would lengthen the stopping distance. The pilot was so concerned about the short and slippery runway that he chose to switch to the old procedure and got it wrong. A contributing factor was the heavy rain and wind and the fact that the newly resurfaced runway had not had grooves installed yet."
4640,2007-07-23,Djibouti Airlines,Dire Dawa - Djibouti,Antonov AN-26V,3,6,1,0,0,The cargo plane crashed shortly after taking off after an engine failed. The pilot was trying to return for an emergency landing.
4641,2007-07-24,Taquan Air Service,Sightseeing,de Havilland DHC-2 MK.1 Beaver,4,1,4,1,0,"The single engine aircraft crashed onto a heavily forested mountain, 30 miles east of Ketchican while on a sightseeing trip over Misty Fiords. The pilot's decision to continue under visual flight rules into an area of instrument meteorological conditions. Contributing to the accident was the pilot's inadequate weather evaluation and the FAA's inadequate surveillance of the commercial air tour operator."
4642,2007-07-29,Atran,Sightseeing,Antonov AN-12BP,0,9,0,9,0,"The cargo plane, carrying 9 tons of cargo, crashed 4 km from the runway as it was attempting to take off from Domodedovo airport. The aircraft slammed into a field shattering debris over a wide area."
4643,2007-08-09,Air Moorea,Moorea - Papeete,de Havilland Canada DHC-6 Twin Otter 300,19,1,19,1,0,Soon after taking off the plane began loosing altitude and veered to the right until it crashed into the sea 1 mile beyond the runway. Loss of pitch control of the aircraft following a break in an elevator cable.
4644,2007-08-16,SeaWind Aviation,Sightseeing,de Havilland Canada DHC-2 Beaver,9,1,6,0,0,"The float plane crashed on land into a tree, 200 feet from shore, while attempting to land. High winds were in the area at the time of the accident. The  pilot's poor decision-making and inadequate planning. To avoid the rising waves, the pilot decided to take off toward the sheltered interior of the bay, toward the rising terrain, in a direction he had never attempted before. As the pilot attempted to turn the aircraft around, the airplane hit a downdraft, which held it from climbing above the closing landscape and caused the plane to stall about 60 feet over the ground."
4645,2007-08-20,China Airlines,Taipei - Naha,Boeing 737-809,157,8,0,0,0,"After a normal landing, the slats were retracted,and the mechanism came to rest as usual against the fuel tank.  On the right wing, a stop bolt that had come loose was pushed into the tank, breaching it.  The leaking fuel blew away during taxi, but once the plane stopped at the terminal, it spilled straight down and ignited from the engine's hot tailpipe. Everyone was able to evacuate but the plane was destroyed.  Boeing, aware of this failure mode due to past incidents, had ordered the nut at the end of the stop bolt to be glued on but to do this, the maintenance technician had to work awkwardly by feel and had inadvertently lost the associated washer that actually retained the bolt in place."
4646,2007-08-22,Two Taxi Aero,Curitiba - Jundiai,Embraer EMB-110P1 Bandeirant,0,2,0,2,0,Crashed shortly after taking off from Curitiba
4647,2007-08-22,Military - U.S. Army,Transporting troops,UH-60 Blackhawk helilcopter,12,2,12,2,0,Crashed most likely due to a mechanical problem while traveling with a second helicopter.
4648,2007-08-26,Great Lakes Business Complany,Kongolo - Goma,Antonov AN-32,12,3,11,3,0,"The cargo plane, carrying tin ore, lost one of it's two engines eleven minutes after taking off and tried to return to the airport. Due to strong back winds and a fully loaded plane, the aircraft clipped tree tops and crashed and burned 3 km short of the runway. The plane was overloaded by 3 tons."
4649,2007-09-07,Galaxy Kavatsi Airlines,Kisangi - Goma - Bukavu,Antonov AN-12BP,6,2,6,2,0,"The cargo plane, carrying palm oil, overshot the runway, crashed into a petrified lava flow and caught fire."
4650,2007-09-16,One-Two-Go Airlines,Bangkok - Phuket,McDonnell Douglas MD-82,123,7,85,5,0,"While landing in heavy rain and strong cross winds, the aircraft skidded off the runway, struck an earth embankment and caught fire. The pilot attempted to land, despite 15 warning alarms and his copilot's calls to abort the attempt. Also, the plane was traveling faster and descending more sharply than normal."
4651,2007-09-24,Karibu Airways,Lubumbashi - Malemba Nkulu,Let 410,5,1,0,1,0,Crashed while attempting to land and came to rest in a cemetery.
4652,2007-10-04,Africa One Congo,Kinshasa - Tshikapa,Antonov AN-26,17,5,17,4,30,While attempting to take off the No. 2 engine failed. The cargo plane crashed into a Congolese neighborhood and caught fire about three miles from the airport. The plane's mechanic was the only survivor aboard the plane.
4653,2007-10-08,Nacional de Aviacion,Villavicencio - Uribe,Let 410 UVP-E10A,15,2,15,2,0,Disappeared while en route.
4654,2007-11-08,Juba Air Cargo,Khartoum - Juba,Antonov 12,0,4,0,0,2,"While taking off, an engine on the cargo plane failed after the plane hit a hawk. The aircraft tried to return to the airport but crashed. The plane was transporting goods and foodstuffs for traders and international organizations in Juba. Two Sudanese soldiers were killed on the ground."
4655,2007-11-30,Atlasjet Airlines,Istanbul - Isparta,McDonnell Douglas MD-83,50,7,50,7,0,"While making an approach to land, the passenger plane struck a mountaintop and broke apart, 7.5 miles from Isparta Airport. The accident was caused by pilot error as a result of the condition known as spatial disorientation. The pilot is believed to have lost the sight of line for the horizon and instead of trusting the flight instruments, diverted the aircraft to the route where the crash occurred."
4656,2007-12-03,"Evergreen Alaska Helicopters, Inc.",Cordova - Ancorage,Eurocopter Deutschland BK117C1,3,1,3,1,0,"Crashed into the sea while en route. The pilot's decision to continue VFR flight into night instrument meteorological conditions. Contributing to the accident were the operator's failure to adhere to an FAA-approved and mandated safety risk management program, the FAA's failure to provide sufficient oversight of the operator to ensure they were in compliance with the risk management program, the pilot's lack of experience in night winter operations in Alaska, and the operator's lack of an EMS dispatch and flight following system."
4657,2007-12-05,Castle Aviation,"Columbus, OH - Buffalo, NY",Cessna 208B Caravan I Super Cargomaster,1,1,1,1,0,"The cargo plane crashed into a brushy field, inverted, shortly after taking off in heavy snow. Radar data indicated that it was in a left turn at a ground speed of 109 knots before descending and impacting terrain. The plane was carrying checks and other goods for a banking customer. The pilot's failure to maintain aircraft control and collision avoidance with terrain due to spatial disorientation. Contributing to the accident were low cloud ceiling and night conditions."
4658,2008-01-04,Transaven,Los Rogues - Carac,Let 410 UVP-E3,16,2,16,2,0,The commuter airliner crashed into the sea while en route after the pilot reported engine problems.
4659,2008-01-12,Military - Macedonian Air Force,"Bosnia - Skopje, Macedonia",Mi-17 Helicopter,10,1,10,1,0,The helicopter crashed 15 miles southeast of Skopje in heavy fog while attempting to land. The aircraft was returning from European Union-led peacekeeping operations in Bosnia.
4660,2008-01-17,British Airways,"Bejing, China - London, England",Boeing 777-236ER,136,16,0,0,0,"The aircraft was on approach for landing on Runway 27L at Heathrow Airport when at a height of approximately 600 ft and 2 miles from touch down the aircraft descended rapidly and struck the ground, 1,000 ft. short of the paved runway surface, just inside the airfield boundary fence. An investigation showned that the fuel flow to both engines was restricted; most probably due to ice within the fuel feed system. The ice is likely to have formed from water that occurred naturally in the fuel, and should have been melted by the fuel-oil heat exchanger (FOHE).  However, the FOHE did not heat its own inlet  face, and investigation showed that, although the flight was   within the certified operational envelope at all times, a long   period of low fuel flow in an unusually cold environment, followed  by a throttle increase, could cause an ice jam at that point. Corrections in design were made so this would not occur again."
4661,2008-01-23,Military - Polish Air Force,Warsaw - Miroslawiec,CASA C-295M,16,4,16,4,0,"While attempting to land, the plane fell to the ground from about 500-650 feet and crashed into a wooded area, 2 miles from the airport."
4662,2008-01-26,Dirgantara Air Service,Tarakan - Long Apung,CASA NC-212-200,0,3,0,3,0,The cargo plane crashed while en route.
4663,2008-02-21,Santa Barbara Airlines,Merida - Caracas,ATR-42-300,43,3,43,3,0,"Struck a mountain at 13,500 feet and disintegrated shortly after departing Merida. The pilots took off fromMerida without waiting for the navigation system to properly initialize. Consequently, they became disoriented in the mountainous terrain surrounding the airport, crashing into the side of a mountain while trying to determine their location."
4664,2008-02-26,BHS - Brazilian Helicopter Service Air Taxi,Oil Rig P18 - Macae,Eurocopter  AS332L2 Super Puma,17,3,4,1,0,"Less than half minute after the taking-off from the Oil Rig P-18,  and while still in low altitude, a failure in the tail rotor caused loss of control of the aircraft by the crew. The helicopter crashed in the sea."
4665,2008-03-03,United Nations Mission,Sin dato,Mi-17,7,3,7,3,0,"The helicopter, carrying United Nations personnel, crashed in hilly terrain, in poor weather conditions and burst into flames."
4666,2008-04-03,Blue Wing Airlines,Paramaribo - Lawa,Antonov An-28,17,2,17,2,0,While attempting to land the crew aborted the the approach and executed a go-around. Soon after the plane flew into a hillside.
4667,2008-04-09,Avtex Air Services,Sydney - Brisbane,Swearingen SA227AC Metroliner III,0,1,0,1,0,The pilot of the mail plane reported some minor problems before the aircraft disapppeared off radar.
4668,2008-04-11,Kata Transportation,"Chrisinau, Moldova - Antalya, Turkey - Sudan",Antonov An-32,0,8,0,8,0,"Just minutes after the take off the plane tried to return to the airport because of engine problems, but crashed about 100 metres away from the runway. Pilots tried to land the transport, which was carrying a cargo of 2.3 tons of fuel, but a wing struck a fence and electrical wires and the plane crashed and burst into flames. All eight crew members aboard were killed"
4669,2008-04-15,Hewa Bora Airways,Goma - Kisangani - Kinshasa,McDonnell Douglas DC-9-51,79,6,0,0,47,"While attempting to takeoff, the plane failed to reach takeoff speed, overran the runway, proceeded through a perimeter fence and cashed into a crowded market."
4670,2008-04-16,Military - Government of Equatorial Guinea,Bata - Annobon Island,Antonov An-32B,8,5,8,5,0,Crashed into the ocean after skidding off the runway in high winds and heavy rain.
4671,2008-04-28,Naftogaz,Sin dato,Mil Mi-8T,18,2,18,2,0,The helicopter crashed after the tail section hit the tower of the offshore drilling platform while it was attempting to land. The pilot was a trainee flying with an instructor. One survivor succumbed to his injuries soon after the crash.
4672,2008-05-17,Chelan Air Service,Chelan - Stehekin,de Havilland Canada DHC-2 Mark I Beaver,4,1,2,0,0,The float plane flipped and crashed as it attempted to land in Lake Chelan near Stehekin Lodge. It appeared the plane's wheels were deployed even though it was landing on water. The pilot's failure to retract the landing gear wheels prior to performing a water landing. Contributing to the accident were the pilot's disabling of the landing gear warning/advisory system and possible fatigue due to his work schedule.
4673,2008-05-24,Island Express Helicopter Service,Long Beach - Two Harbors,Eurocopter AS350D Astar,5,1,3,1,0,The tour helicopter crashed near Banning House lodge in rain and poor visibility. The engine appears to have failed. Loss of engine power during approach for landing due to a fatigue fracture of a power turbine blade.
4674,2008-05-26,Moskovia Airlines,Chelyabinsk - Perm,Antonov An-12,0,9,0,9,0,"The crew of the cargo plane reported a fire shortly after taking off from Chelyabinsk. The plane crashed in a field while attempting to make an emergency landing, after striking a power transmission line."
4675,2008-05-29,Military - Servicio Aereo Nacional,Tocumen - Colon,Bell UN-1N Huey,9,3,9,2,0,"Chile's national police chief General Jose Alejandro Bernales, 59, and five others were killed when their helicopter crashed into a three story building. The helicopter pitched wildly before crashing into the building."
4676,2008-05-30,TACA International Airlines,"San Salvador, El Salvador - Tegucigalpa, Honduras - Miami",Airbus A-320-233,131,5,2,1,2,"After making a missed approach and during the second attempt at landing at Toncontin Airport, the plane overran the runway, skidded across a street, struck cars and came to rest against an embankment. The runway was wet with rain from Tropical Storm Alma."
4677,2008-06-08,PHI Air Medical,Huntsville-Houston,Bell 407,1,3,1,3,0,"The medical helicopter crashed into the Sam Houston National Forest while transporting a patient to a Houston hospital. The pilot's failure to identify and arrest the helicopter's descent, which resulted in its impact with terrain. Contributing to the accident was the pilot's inadvertent flight into instrument meteorological conditions, and the limited outside visual reference due to the dark night conditions, low clouds, and fog."
4678,2008-06-10,Sudan Airways,Aman - Damascus - Khartoum,Airbus A-310-324,203,11,31,1,0,"While landing in poor weather, the plane skidded off the runway, hit navigation poles and burst into flames. The plane had flown from Amman via Damascus but been turned back once from Khartoum and forced to land in Port Sudan, on the Red Sea, because of bad weather, before being allowed to return to Khartoum. The accident was due to a long flaring distance (900 meters from R/W threshold) on a wet slippery runway without selecting Auto brake and with one deactivated engine reverse in such rainy conditions. The remaining available landing distance turned out to be too short to allow the captain to stop the aircraft before the end of the runway."
4679,2008-06-18,Wiggins Airways,Hyannis - Nantucket,de Havilland Canada DHC-6 Twin Otter 100,0,1,0,1,0,"The cargo plane took off, reached about 200 feet, rolled over to the right and impacted the ground, nose first. The pilot's failure to remove the flight control lock prior to takeoff. Contributing to the accident was the FAA's failure to issue an airworthiness directive making the manufacturer's previously issued flight control lock service bulletins mandatory."
4680,2008-06-20,Military - Thai Army,Sin dato,Bell UH-1N,8,2,8,2,0,The military helicopter developed a mechanical problem and crashed into a hill while attemping to land.
4681,2008-06-26,Military - Indonesian Air Force,Jakarta - aerial survelliance,CASA NC-212,13,5,13,5,0,The plane went missing in an area approximately 60 miles south of Jakarta while on a aerial surveillance mission.
4682,2008-06-27,Juba Air Cargo,Khartoum - Juba,Antonov 12BK,6,2,5,2,0,The cargo plane crashed mid-flight after entering an area of thunderstorms. Triple engine failure.
4683,2008-06-29,Air Methods / Classic Helicopters,Medical flight,Bell 407 / Bell 407,5,2,4,2,0,The two helicopters struck each other in mid-air and crashed in a wooded area about 0.5 miles from Flagstaff Medical Center. Both helicopter pilots' failure to see and avoid the other helicopter on approach to the helipad. Contributing to the accident were the failure of N407GA's pilot to follow arrival and noise abatement guidelines and the failure of N407MJ's pilot to follow communications guidelines.
4684,2008-06-30,Ababeel Aviaition,Khartoum - Juba,Ilysushin Il-76TD,0,4,0,4,0,"While taking off, the cargo plane hit an electricity pole, crashed into a field and burst into flames. All four crew members were killed."
4685,2008-07-06,USA Jet Airlines,"Hamilton, Ont, Can.- Shreveport, LA - Saltillo, Mexico",Douglas DC9-15F,0,2,0,1,0,"While attempting to land, the cargo plane, loaded with auto parts, and experiencing engine trouble, crashed splitting into four pieces and scattering debris across an area of about 600 meters in diameter. The pilot was killed and the copilot seriously injured."
4686,2008-07-07,Centurian Air Cargo,"Bogota, Colombia - Miami, FL",Boeing B-747-209BSF,0,8,0,0,3,"The cargo plane carrying a load of flowers had taken off from Bogota when the crew radioed that they had an engine fire. They attempted to return to the airport, but crashed in a field and destroyed a farm house killing three people inside. Double engine failure."
4687,2008-07-31,East Coast Jets,"Atlantic City, NJ- Owatonna,MN",British Aerospace BAe-125-800A,6,2,6,2,0,"While attempting to land on Runway 30, the business jet landed 500 to 1000 feet down a 5,000 ft. runway, overran the runway, passed over a ditch and roadway, slid into a cornfield and broke up. One person survived the accident but died later. The pilots  were both working on insufficient sleep and displayed poor coordination with one another. The pilots failed to account for a wet runway and 8-knot tailwind when they touched down on the 5,500-foot runway, and they should have applied a braking system a full seven seconds earlier than they did.Realizing they were running out of runway, the pilots hit the throttles to try to take off again. Had the pilots hit the lift dump right after touchdown, or landed into the wind, the plane probably could have stopped safely on the runway. The accident was due to the captain's decision to attempt a go-around late in the landing roll with insufficient runway remaining. Contributing to the accident were the pilots' poor crew coordination and lack of cockpit discipline.; fatigue, which likely impaired both pilots' performance and failure of the FAA to require crew resource management training and standard operating procedures for Part 135 operators."
4688,2008-08-03,Pacific Coastal Airlines,"Port Hardy - Chamiss Bay, Vancouver Island",Grumman G-21A Goose,6,1,4,1,0,"The plane crashed in a remote mountanous region of Vancouver Island while en route on a short 30 minute flight. Investigators determined the plane's body broke apart when it hit the ground near Alice Lake, and exposed electrical wires sent sparks into a pool of spilled fuel, starting a fire that consumed the plane. The accident was triggered when the plane stalled and dipped while attempting a steep climb over a ridge."
4689,2008-08-05,Junction City Fire Department,Ferrying fire fighters,Sikorsky S-61N,11,2,8,1,0,"The helicopter was ferrying fire fighters in Northern California's Shasta-Trinity National Forest when it crashed. The four survivors were seriously burned, with two listed in critical condition. The helicopter lost main rotor power during liftoff."
4690,2008-08-06,Military - Royal Thai Air Force,Betong - ?,Bell Huey UH-1H,8,2,8,2,0,The helicopter crashed while ferrying a forensic team to the site of a gun battle between Muslim rebels and security forces. The aircraft suffered engine failure and crashed into the side of a hill.
4691,2008-08-13,Fly 540,Kenya - Somalia,Fokker F-27 Friendship 500,0,3,0,3,0,While on approach in poor weather the cargo plane struck a telephone line and crashed. Extremely poor weather conditions.
